"Year","ClimYr","RosNew","InflNew","TransectNew","TagNew","save","surv","lagsrtsz","lagforsurv","PptFall","PptWinter","PptSummer","TempFall","TempWinter","TempSummer","InflYesNo","RowNum","TransectNew.num","Year.num"
8,2004,1,0,"E.7","E.7.375",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,0,4404,7,8
9,2005,2,0,"E.7","E.7.375",1,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,0,4405,7,9
10,2013,2,0,"E.7","E.7.375",1,1,1,1,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,0,4406,7,10
11,2003,NA,NA,"E.7","E.7.375",1,0,0,1,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,4407,7,11
10,2013,1,0,"E.7","E.7.376",1,1,0,0,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,0,4408,7,10
11,2003,NA,NA,"E.7","E.7.376",1,0,0,1,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,4409,7,11
14,2013,1,0,"W.3","W.3.377",1,1,0,0,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,0,4410,10,14
15,2010,NA,NA,"W.3","W.3.377",1,0,0,1,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,NA,4411,10,15
3,2015,1,0,"W.4","W.4.378",1,1,0,0,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009,0,4412,11,3
4,2017,4,0,"W.4","W.4.378",1,1,1,1,117.0090003,60.41499996,326.3449955,14.64600086,2.886750179,15.50900078,0,4413,11,4
5,2004,4,0,"W.4","W.4.378",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,0,4414,11,5
6,2012,6,0,"W.4","W.4.378",1,1,1,1,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,0,4415,11,6
7,2008,9,0,"W.4","W.4.378",1,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,0,4416,11,7
8,2004,11,0,"W.4","W.4.378",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,0,4417,11,8
9,2005,12,0,"W.4","W.4.378",1,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,0,4418,11,9
10,2013,19,0,"W.4","W.4.378",1,1,1,1,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,0,4419,11,10
11,2003,NA,NA,"W.4","W.4.378",1,NA,0,0,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,4420,11,11
12,2012,25,0,"W.4","W.4.378",1,1,2,2,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,0,4421,11,12
13,2004,NA,NA,"W.4","W.4.378",1,NA,0,0,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,NA,4422,11,13
14,2013,23,0,"W.4","W.4.378",1,1,2,2,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,0,4423,11,14
15,2010,NA,NA,"W.4","W.4.378",1,NA,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,NA,4424,11,15
16,2018,25,0,"W.4","W.4.378",1,1,2,2,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,0,4425,11,16
17,2003,NA,NA,"W.4","W.4.378",1,NA,0,0,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,4426,11,17
18,2005,29,0,"W.4","W.4.378",1,1,2,2,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,0,4427,11,18
19,2014,NA,NA,"W.4","W.4.378",1,NA,0,0,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001,NA,4428,11,19
20,2020,31,0,"W.4","W.4.378",1,1,2,2,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,0,4429,11,20
5,2004,1,0,"E.3","E.3.379",1,1,0,0,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,0,4430,3,5
6,2012,28,0,"E.3","E.3.379",1,1,1,1,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,0,4431,3,6
7,2008,19,0,"E.3","E.3.379",1,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,0,4432,3,7
8,2004,21,0,"E.3","E.3.379",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,0,4433,3,8
9,2005,17,0,"E.3","E.3.379",1,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,0,4434,3,9
10,2013,20,0,"E.3","E.3.379",1,1,1,1,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,0,4435,3,10
11,2003,NA,NA,"E.3","E.3.379",1,NA,0,0,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,4436,3,11
12,2012,23,0,"E.3","E.3.379",1,1,2,2,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,0,4437,3,12
13,2004,NA,NA,"E.3","E.3.379",1,NA,0,0,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,NA,4438,3,13
14,2013,19,0,"E.3","E.3.379",1,1,2,2,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,0,4439,3,14
15,2010,NA,NA,"E.3","E.3.379",1,NA,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,NA,4440,3,15
16,2018,22,0,"E.3","E.3.379",1,1,2,2,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,0,4441,3,16
17,2003,NA,NA,"E.3","E.3.379",1,NA,0,0,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,4442,3,17
18,2005,23,0,"E.3","E.3.379",1,1,2,2,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,0,4443,3,18
19,2014,NA,NA,"E.3","E.3.379",1,NA,0,0,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001,NA,4444,3,19
20,2020,22,0,"E.3","E.3.379",1,1,2,2,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,0,4445,3,20
7,2008,1,0,"W.3","W.3.380",1,1,0,0,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,0,4446,10,7
8,2004,24,0,"W.3","W.3.380",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,0,4447,10,8
9,2005,21,0,"W.3","W.3.380",1,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,0,4448,10,9
10,2013,28,0,"W.3","W.3.380",1,1,1,1,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,0,4449,10,10
11,2003,NA,NA,"W.3","W.3.380",1,NA,0,0,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,4450,10,11
12,2012,29,0,"W.3","W.3.380",1,1,2,2,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,0,4451,10,12
13,2004,NA,NA,"W.3","W.3.380",1,NA,0,0,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,NA,4452,10,13
14,2013,15,0,"W.3","W.3.380",1,1,2,2,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,0,4453,10,14
15,2010,NA,NA,"W.3","W.3.380",1,NA,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,NA,4454,10,15
16,2018,29,0,"W.3","W.3.380",1,1,2,2,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,0,4455,10,16
17,2003,NA,NA,"W.3","W.3.380",1,NA,0,0,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,4456,10,17
18,2005,27,0,"W.3","W.3.380",1,1,2,2,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,0,4457,10,18
19,2014,NA,NA,"W.3","W.3.380",1,NA,0,0,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001,NA,4458,10,19
20,2020,29,0,"W.3","W.3.380",1,1,2,2,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,0,4459,10,20
12,2012,1,0,"E.2","E.2.381",1,1,0,0,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,0,4460,2,12
13,2004,NA,NA,"E.2","E.2.381",1,0,0,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,NA,4461,2,13
18,2005,1,0,"E.1","E.1.382",1,1,0,0,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,0,4462,1,18
19,2014,NA,NA,"E.1","E.1.382",1,0,0,1,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001,NA,4463,1,19
18,2005,1,0,"W.4","W.4.383",1,1,0,0,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,0,4464,11,18
19,2014,NA,NA,"W.4","W.4.383",1,NA,0,0,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001,NA,4465,11,19
20,2020,7,0,"W.4","W.4.383",1,1,2,2,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,0,4466,11,20
2,2020,1,0,"E.7","E.7.384",1,1,0,0,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,0,4467,7,2
3,2015,NA,NA,"E.7","E.7.384",1,1,1,1,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009,0,4468,7,3
4,2017,3,0,"E.7","E.7.384",1,1,1,1,117.0090003,60.41499996,326.3449955,14.64600086,2.886750179,15.50900078,0,4469,7,4
5,2004,4,0,"E.7","E.7.384",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,0,4470,7,5
6,2012,NA,NA,"E.7","E.7.384",1,0,0,1,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,NA,4471,7,6
5,2004,1,0,"W.1","W.1.385",1,1,0,0,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,0,4472,8,5
6,2012,5,0,"W.1","W.1.385",1,1,1,1,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,0,4473,8,6
7,2008,3,0,"W.1","W.1.385",1,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,0,4474,8,7
8,2004,7,0,"W.1","W.1.385",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,0,4475,8,8
9,2005,9,0,"W.1","W.1.385",1,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,0,4476,8,9
10,2013,12,0,"W.1","W.1.385",1,1,1,1,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,0,4477,8,10
11,2003,NA,NA,"W.1","W.1.385",1,NA,0,0,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,4478,8,11
12,2012,19,0,"W.1","W.1.385",1,1,2,2,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,0,4479,8,12
13,2004,NA,NA,"W.1","W.1.385",1,NA,0,0,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,NA,4480,8,13
14,2013,11,0,"W.1","W.1.385",1,1,2,2,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,0,4481,8,14
15,2010,NA,NA,"W.1","W.1.385",1,NA,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,NA,4482,8,15
16,2018,18,0,"W.1","W.1.385",1,1,2,2,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,0,4483,8,16
17,2003,NA,NA,"W.1","W.1.385",1,NA,0,0,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,4484,8,17
18,2005,21,0,"W.1","W.1.385",1,1,2,2,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,0,4485,8,18
19,2014,NA,NA,"W.1","W.1.385",1,NA,0,0,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001,NA,4486,8,19
20,2020,20,0,"W.1","W.1.385",1,1,2,2,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,0,4487,8,20
6,2012,1,0,"W.1","W.1.386",1,1,0,0,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,0,4488,8,6
7,2008,1,0,"W.1","W.1.386",1,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,0,4489,8,7
8,2004,1,0,"W.1","W.1.386",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,0,4490,8,8
9,2005,3,0,"W.1","W.1.386",1,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,0,4491,8,9
10,2013,9,0,"W.1","W.1.386",1,1,1,1,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,0,4492,8,10
11,2003,NA,NA,"W.1","W.1.386",1,NA,0,0,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,4493,8,11
12,2012,22,0,"W.1","W.1.386",1,1,2,2,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,0,4494,8,12
13,2004,NA,NA,"W.1","W.1.386",1,NA,0,0,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,NA,4495,8,13
14,2013,16,0,"W.1","W.1.386",1,1,2,2,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,0,4496,8,14
15,2010,NA,NA,"W.1","W.1.386",1,0,0,1,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,NA,4497,8,15
8,2004,1,0,"W.4","W.4.387",1,1,0,0,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,0,4498,11,8
9,2005,16,0,"W.4","W.4.387",1,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,0,4499,11,9
10,2013,19,0,"W.4","W.4.387",1,1,1,1,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,0,4500,11,10
11,2003,NA,NA,"W.4","W.4.387",1,0,0,1,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,4501,11,11
6,2012,1,0,"E.5","E.5.388",1,1,0,0,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,0,4502,5,6
7,2008,NA,NA,"E.5","E.5.388",1,0,0,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,NA,4503,5,7
5,2004,1,0,"E.4","E.4.389",1,1,0,0,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,0,4504,4,5
6,2012,NA,NA,"E.4","E.4.389",1,0,0,1,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,NA,4505,4,6
16,2018,4,0,"W.3","W.3.390",1,1,0,0,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,0,4506,10,16
17,2003,NA,NA,"W.3","W.3.390",1,NA,0,0,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,4507,10,17
18,2005,14,0,"W.3","W.3.390",1,1,2,2,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,0,4508,10,18
19,2014,NA,NA,"W.3","W.3.390",1,NA,0,0,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001,NA,4509,10,19
20,2020,17,0,"W.3","W.3.390",1,1,2,2,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,0,4510,10,20
5,2004,1,0,"W.4","W.4.391",1,1,0,0,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,0,4511,11,5
6,2012,2,0,"W.4","W.4.391",1,1,1,1,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,0,4512,11,6
7,2008,5,0,"W.4","W.4.391",1,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,0,4513,11,7
8,2004,9,0,"W.4","W.4.391",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,0,4514,11,8
9,2005,10,0,"W.4","W.4.391",1,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,0,4515,11,9
10,2013,14,0,"W.4","W.4.391",1,1,1,1,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,0,4516,11,10
11,2003,NA,NA,"W.4","W.4.391",1,NA,0,0,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,4517,11,11
12,2012,21,0,"W.4","W.4.391",1,1,2,2,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,0,4518,11,12
13,2004,NA,NA,"W.4","W.4.391",1,NA,0,0,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,NA,4519,11,13
14,2013,16,0,"W.4","W.4.391",1,1,2,2,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,0,4520,11,14
15,2010,NA,NA,"W.4","W.4.391",1,NA,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,NA,4521,11,15
16,2018,25,0,"W.4","W.4.391",1,1,2,2,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,0,4522,11,16
17,2003,NA,NA,"W.4","W.4.391",1,NA,0,0,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,4523,11,17
18,2005,25,0,"W.4","W.4.391",1,1,2,2,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,0,4524,11,18
19,2014,NA,NA,"W.4","W.4.391",1,NA,0,0,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001,NA,4525,11,19
20,2020,26,0,"W.4","W.4.391",1,1,2,2,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,0,4526,11,20
8,2004,1,0,"E.6","E.6.392",1,1,0,0,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,0,4527,6,8
9,2005,24,0,"E.6","E.6.392",1,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,0,4528,6,9
10,2013,31,0,"E.6","E.6.392",1,1,1,1,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,0,4529,6,10
11,2003,NA,NA,"E.6","E.6.392",1,NA,0,0,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,4530,6,11
12,2012,33,0,"E.6","E.6.392",1,1,2,2,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,0,4531,6,12
13,2004,NA,NA,"E.6","E.6.392",1,NA,0,0,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,NA,4532,6,13
14,2013,22,0,"E.6","E.6.392",1,1,2,2,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,0,4533,6,14
15,2010,NA,NA,"E.6","E.6.392",1,NA,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,NA,4534,6,15
16,2018,30,0,"E.6","E.6.392",1,1,2,2,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,0,4535,6,16
17,2003,NA,NA,"E.6","E.6.392",1,NA,0,0,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,4536,6,17
18,2005,31,0,"E.6","E.6.392",1,1,2,2,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,0,4537,6,18
19,2014,NA,NA,"E.6","E.6.392",1,NA,0,0,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001,NA,4538,6,19
20,2020,25,0,"E.6","E.6.392",1,1,2,2,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,0,4539,6,20
14,2013,1,0,"W.3","W.3.393",1,1,0,0,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,0,4540,10,14
15,2010,NA,NA,"W.3","W.3.393",1,0,0,1,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,NA,4541,10,15
14,2013,1,0,"W.2","W.2.394",1,1,0,0,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,0,4542,9,14
15,2010,NA,NA,"W.2","W.2.394",1,NA,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,NA,4543,9,15
16,2018,29,0,"W.2","W.2.394",1,1,2,2,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,0,4544,9,16
17,2003,NA,NA,"W.2","W.2.394",1,NA,0,0,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,4545,9,17
18,2005,30,0,"W.2","W.2.394",1,1,2,2,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,0,4546,9,18
19,2014,NA,NA,"W.2","W.2.394",1,NA,0,0,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001,NA,4547,9,19
20,2020,24,0,"W.2","W.2.394",1,1,2,2,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,0,4548,9,20
7,2008,1,0,"E.6","E.6.395",1,1,0,0,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,0,4549,6,7
8,2004,2,0,"E.6","E.6.395",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,0,4550,6,8
9,2005,6,0,"E.6","E.6.395",1,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,0,4551,6,9
10,2013,13,0,"E.6","E.6.395",1,1,1,1,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,0,4552,6,10
11,2003,NA,NA,"E.6","E.6.395",1,NA,0,0,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,4553,6,11
12,2012,16,0,"E.6","E.6.395",1,1,2,2,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,0,4554,6,12
13,2004,NA,NA,"E.6","E.6.395",1,NA,0,0,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,NA,4555,6,13
14,2013,15,0,"E.6","E.6.395",1,1,2,2,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,0,4556,6,14
15,2010,NA,NA,"E.6","E.6.395",1,NA,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,NA,4557,6,15
16,2018,20,0,"E.6","E.6.395",1,1,2,2,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,0,4558,6,16
17,2003,NA,NA,"E.6","E.6.395",1,NA,0,0,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,4559,6,17
18,2005,19,0,"E.6","E.6.395",1,1,2,2,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,0,4560,6,18
19,2014,NA,NA,"E.6","E.6.395",1,NA,0,0,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001,NA,4561,6,19
20,2020,23,0,"E.6","E.6.395",1,1,2,2,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,0,4562,6,20
14,2013,1,0,"W.1","W.1.396",1,1,0,0,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,0,4563,8,14
15,2010,NA,NA,"W.1","W.1.396",1,NA,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,NA,4564,8,15
16,2018,29,0,"W.1","W.1.396",1,1,2,2,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,0,4565,8,16
17,2003,NA,NA,"W.1","W.1.396",1,NA,0,0,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,4566,8,17
18,2005,28,0,"W.1","W.1.396",1,1,2,2,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,0,4567,8,18
19,2014,NA,NA,"W.1","W.1.396",1,NA,0,0,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001,NA,4568,8,19
20,2020,22,0,"W.1","W.1.396",1,1,2,2,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,0,4569,8,20
6,2012,1,0,"E.3","E.3.398",1,1,0,0,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,0,4570,3,6
7,2008,1,0,"E.3","E.3.398",1,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,0,4571,3,7
8,2004,3,0,"E.3","E.3.398",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,0,4572,3,8
9,2005,7,0,"E.3","E.3.398",1,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,0,4573,3,9
10,2013,11,0,"E.3","E.3.398",1,1,1,1,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,0,4574,3,10
11,2003,NA,NA,"E.3","E.3.398",1,NA,0,0,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,4575,3,11
12,2012,25,0,"E.3","E.3.398",1,1,2,2,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,0,4576,3,12
13,2004,NA,NA,"E.3","E.3.398",1,NA,0,0,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,NA,4577,3,13
14,2013,13,0,"E.3","E.3.398",1,1,2,2,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,0,4578,3,14
15,2010,NA,NA,"E.3","E.3.398",1,NA,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,NA,4579,3,15
16,2018,20,0,"E.3","E.3.398",1,1,2,2,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,0,4580,3,16
17,2003,NA,NA,"E.3","E.3.398",1,NA,0,0,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,4581,3,17
18,2005,22,0,"E.3","E.3.398",1,1,2,2,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,0,4582,3,18
19,2014,NA,NA,"E.3","E.3.398",1,NA,0,0,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001,NA,4583,3,19
20,2020,21,0,"E.3","E.3.398",1,1,2,2,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,0,4584,3,20
10,2013,1,0,"E.5","E.5.399",1,1,0,0,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,0,4585,5,10
11,2003,NA,NA,"E.5","E.5.399",1,NA,0,0,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,4586,5,11
12,2012,26,0,"E.5","E.5.399",1,1,2,2,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,0,4587,5,12
13,2004,NA,NA,"E.5","E.5.399",1,NA,0,0,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,NA,4588,5,13
14,2013,14,0,"E.5","E.5.399",1,1,2,2,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,0,4589,5,14
15,2010,NA,NA,"E.5","E.5.399",1,NA,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,NA,4590,5,15
